Station,Location,State,Temperature,DO,pH,Conductivity,BOD,Nitrate,Fecal_Coliform,Total_Coliform,Year,BOD_DO_Ratio,Temp_DO_Interaction,Pollution_Index,Risk_Score,Risk_Level
2368,"RIVER GODAVARI - D/S  AT BHADRACHALAM BATHING
GHAT , BHADRADRI KOTHAGUDEM",TELANGANA,26.0,5.7,7.0,223.0,1.0,0.4,2.0,17.0,2023,0.17513134851138354,148.20000000000002,0.8545,2.82,Safe
2369,"RIVER GODAVARI AT BURGAMPAHAD , BHADRADRI
KOTHAGUDEM",TELANGANA,24.8,5.7,7.1,247.0,1.0,0.4,2.0,24.0,2023,0.17513134851138354,141.36,0.9130000000000001,3.13,Safe
4367,"RIVER GODAVARI KOUNDINYA MUKTHI (V), KUKUNUR (M), BORDER POINT BETWEEN ANDHRA PRADESH &
TELANGANA STATES",ANDHRA PRADESH,22.0,5.7,7.8,130.0,1.0,0.4,3.0,64.0,2023,0.17513134851138354,125.4,0.7404999999999999,2.19,Safe
4359,"RIVER GODAVARI AFTER CONFLUENCE WITH SABARI
TRIBUTARY (KUNAVARAM) AT WADDIGUDEM(V) V.R. PURAM (M)",ANDHRA PRADESH,23.0,5.7,7.2,64.0,1.0,0.4,2.0,21.0,2023,0.17513134851138354,131.1,0.5425,0.99,Safe
14,RIVER GODAVARI AT POLAVARAM (V & M),"ANDHRA
PRADESH",22.0,5.7,7.4,130.0,1.0,0.4,3.0,64.0,2023,0.17513134851138354,125.4,0.7404999999999999,2.19,Safe
1218,"RIVER GODAVARI AT RAJAHMUNDRY U/S, KUMARADEVAM (V), KOVVUR (M)",ANDHRA PRADESH,25.0,5.7,6.6,155.0,1.0,0.4,4.0,75.0,2023,0.17513134851138354,142.5,0.8085,2.57,Safe
2370,"RIVER GODAVARI AT RAJAMUNDRY U/S OF NALLA CHANNEL,RAJAMUNDRY",ANDHRA PRADESH,25.0,5.7,6.3,180.0,1.0,0.4,3.0,75.0,2023,0.17513134851138354,142.5,0.857,2.83,Safe
2371,"RIVER GODAVARI AT RAJAMUNDRY D/S OF NALLA CHANNEL, RAJAMUNDRY",ANDHRA PRADESH,25.0,5.7,6.4,141.0,1.0,0.4,4.0,150.0,2023,0.17513134851138354,142.5,0.8929999999999999,3.03,Safe
3067,"RIVER GODAVARI D/S  DOWLEISWARAM AFTER CONFLUENCE OF STP OUTLET, DOWLEISWARAM (V)",ANDHRA PRADESH,26.0,5.7,6.5,129.0,1.0,0.4,4.0,39.0,2023,0.17513134851138354,148.20000000000002,0.7025,1.97,Safe
1219,"RIVER GODAVARI AT RAJAHMUNDRY D/S, DOWLESWARAM (V), RAJAHMUNDRY (M)",ANDHRA PRADESH,25.0,5.7,6.6,125.0,1.0,0.4,4.0,93.0,2023,0.17513134851138354,142.5,0.7755000000000001,2.39,Safe
3948,RIVER INDRAVATI AT NAWARANGPUR,ODISHA,13.0,5.7,6.7,90.0,1.0,0.4,78.0,490.0,2023,0.17513134851138354,74.10000000000001,1.412,5.43,Safe
30062,RIVER INDRAWATI AT NOWRANGPUR (ODISHA),ODISHA,26.0,5.7,7.0,102.0,1.0,0.4,1300.0,2200.0,2023,0.17513134851138354,148.20000000000002,5.834,15.78,Safe
1854,"RIVER INDRAVATI  NELSONNAR,A/C OF DANTEWADA",CHHATTISGARH,27.0,5.7,7.4,232.0,1.0,0.4,11.0,22.0,2023,0.17513134851138354,153.9,0.8935,3.03,Safe
1855,"RIVER INDRAVATI,PANDEMURGA B/C OF GODAVARI RIVER",CHHATTISGARH,27.0,5.7,7.4,232.0,1.0,0.4,11.0,28.0,2023,0.17513134851138354,153.9,0.9025,3.08,Safe
3312,"RIVER KANHAN AT CHINDWARA BEFORE MIXING BOREGAON GROWTHCENTRE NALLA, JABALPUR",MADHYA PRADESH,20.0,5.7,7.4,611.0,1.0,0.4,3.0,15.0,2023,0.17513134851138354,114.0,1.6290000000000002,6.29,Safe
5537,"RIVER KANHAN NEAR MANDIR MAIN GHAT KHAPPADIWAR, CHHINDWARA",MADHYA PRADESH,19.0,5.7,7.1,288.0,1.0,0.4,2.0,10.0,2023,0.17513134851138354,108.3,0.974,3.44,Safe
2170,"RIVER KANHAN AT U/S OF M/S VIDARBHA PAPER MILLS,
VILLAGE- SINORA, TALUKA- PARSEONI, DISTRICT- NAGPUR.",MAHARASHTRA,19.0,5.7,7.2,906.0,1.0,0.4,14.0,110.0,2023,0.17513134851138354,108.3,2.378,8.78,Safe
2171,"RIVER KANHAN AT D/S OF M/S VIDARBHA PAPER MILLS, VILLAGE- SINORA, TALUKA- PARSEONI, DISTRICT- NAGPUR.",MAHARASHTRA,19.0,5.7,7.6,819.0,1.0,0.4,11.0,140.0,2023,0.17513134851138354,108.3,2.2445,8.38,Safe
1909,"RIVER KANHAN AT D/S OF NAGPUR, VILLAGE-
AGARGAON, TALUKA- KUHI, DISTRICT- NAGPUR.",MAHARASHTRA,16.0,5.7,7.5,730.0,1.0,0.4,14.0,110.0,2023,0.17513134851138354,91.2,2.026,7.69,Safe
3080,"RIVER KINNERASANI (TRIBUTRARY OF GODAVARI) - U/S
OF KARAKAVAGU AT PALONCHA , BHADRADRI KOTHAGUDEM",TELANGANA,24.0,5.7,7.2,412.0,1.0,0.4,2.0,24.0,2023,0.17513134851138354,136.8,1.243,4.71,Safe
3081,"RIVER KINNERASANI (TRIBUTRARY OF GODAVARI) - D/S
OF KARAKAVAGU AT PALONCHA, BHADRADRI KOTHAGUDEM",TELANGANA,25.8,5.7,7.5,408.0,1.0,0.4,2.0,20.0,2023,0.17513134851138354,147.06,1.229,4.65,Safe
2372,"RIVER KINNERASANI (TRIBUTRARY OF GODAVARI) - KINNERASANI AFTER CONFLUENCE OF KTPS ASH POND
EFFLUENTS ,BHADRADRI KOTHAGUDEM",TELANGANA,25.0,5.7,7.5,179.0,1.0,0.4,2.0,17.0,2023,0.17513134851138354,142.5,0.7665,2.34,Safe
1908,"RIVER KOLAR BEFORE CONFLUENCE WITH KANHAN
RIVER AT WAREGAON BRIDGE, VILLAGE- WAREGAON, TALUKA-KAMPTEE, DISTRICT -NAGPUR.",MAHARASHTRA,19.0,5.7,7.2,870.0,1.0,0.4,11.0,110.0,2023,0.17513134851138354,108.3,2.3015000000000003,8.55,Safe
4257,"RIVER MANERU (TRIBUTARY OF GODAVARI)  - AT D/S OF MUNICIPAL DUMP SITE, KARIMNAGAR",TELANGANA,26.0,5.7,6.9,438.0,1.0,0.4,2.0,32.0,2023,0.17513134851138354,148.20000000000002,1.307,4.99,Safe
4664,"RIVER MANERU (TRIBUTARY OF GODAVARI) -  AT GHATTEPALLI (V) NEAR SULTHANABAD, KARIMNAGAR",TELANGANA,25.0,5.7,6.9,424.0,1.0,0.4,2.0,27.0,2023,0.17513134851138354,142.5,1.2715,4.84,Safe
1158,"RIVER MANERU (TRIBUTARY OF GODAVARI)  -  AT
SOMANPALLY , PEDDAPALLI",TELANGANA,25.0,5.7,6.6,436.0,1.0,0.4,2.0,21.0,2023,0.17513134851138354,142.5,1.2865000000000002,4.9,Safe
1891,RIVER MANJEERA AT D/S INTAKE POINT TO BIDAR CITY,KARNATAKA,24.0,5.7,7.4,390.0,1.0,0.4,33.0,140.0,2023,0.17513134851138354,136.8,1.4195000000000002,5.46,Safe
1157,"RIVER MANJEERA (TRIBUTARY OF GODAVARI)  -  AT
RAIPALLY, SANGAREEDY",TELANGANA,22.0,5.7,7.5,575.0,1.0,0.4,4.0,27.0,2023,0.17513134851138354,125.4,1.5765000000000002,6.09,Safe
1781,"RIVER MANJEERA (TRIBUTARY OF GODAVARI)  -  AT GANAPATHI SUGARS, SANGAREDDY",TELANGANA,20.0,5.7,7.0,605.0,1.0,0.4,8.0,39.0,2023,0.17513134851138354,114.0,1.6604999999999999,6.41,Safe
2374,"RIVER MANJEERA (TRIBUTARY OF GODAVARI)  - U/S OF RIVER MANJEERA AT GOWDICHERLA BEFORE
CONFLUENCE WITH NAKKAVAGU, SANGAREDY",TELANGANA,19.0,5.7,7.1,850.0,1.0,0.4,7.0,27.0,2023,0.17513134851138354,108.3,2.1310000000000002,8.02,Safe
2375,"RIVER MANJEERA (TRIBUTARY OF GODAVARI)  - D/S OF RIVER MANJEERA AT GOWDICHERLA ATFTER
CONFLUENCE WITH NAKKAVAGU, SANGAREDDY",TELANGANA,19.0,5.7,7.2,1203.0,1.0,0.4,6.0,34.0,2023,0.17513134851138354,108.3,2.846,10.07,Safe
4226,"RIVER MANJEERA (TRIBUTARY OF GODAVARI)  - RIVER
MANJEERA AT YEDU PAYALA TEMPLE, NAGSAMPALLI (V), PAPANNAPET (M), MEDAK DISTRICT",TELANGANA,16.0,5.7,7.1,592.0,1.0,0.4,4.0,18.0,2023,0.17513134851138354,91.2,1.597,6.17,Safe
2673,"RIVER MANJRA  AT D/S OF LATUR, NEAR LATUR-
NANDED BRIDGE, VILLAGE- BHATKHEDA, TALUKA- LATUR, DISTRICT- LATUR.",MAHARASHTRA,18.0,5.7,8.0,641.0,1.0,0.4,2.0,5.0,2023,0.17513134851138354,102.60000000000001,1.6724999999999999,6.45,Safe
30055,RIVER MANJEERA AT JANWADA(BANGALORE),KARNATAKA,24.0,5.7,8.4,461.0,1.0,0.4,470.0,3500.0,2023,0.17513134851138354,136.8,7.257,17.66,Safe
2675,RIVER MORNA D/S OF RAILWAY BRIDGE AKOLA,MAHARASHTRA,23.0,5.7,7.4,891.0,1.0,0.4,12.0,120.0,2023,0.17513134851138354,131.1,2.36,8.73,Safe
2349,"RIVER MANJEERA (TRIBUTARY OF GODAVARI)  - NAKKA VAGU AT BACHUGUDEM, SANGAREEDY",TELANGANA,18.0,5.7,6.8,1206.0,1.0,0.4,8.0,79.0,2023,0.17513134851138354,102.60000000000001,2.9225000000000003,10.26,Safe
1214,"RIVER PENCH AT CHHINDWARA ,NEAR SINGORI ROAD BRIDGE, CHHINDWARA",MADHYA PRADESH,19.0,5.7,7.2,264.0,1.0,0.4,2.0,15.0,2023,0.17513134851138354,108.3,0.9335,3.24,Safe
5541,"RIVER PENCHÂ  NEAR ROAD BRIDGE HALLAKHURD,CHHINDWARA",MADHYA PRADESH,19.0,5.7,7.1,322.0,1.0,0.4,2.0,15.0,2023,0.17513134851138354,108.3,1.0494999999999999,3.81,Safe
2699,"RIVER PENGANGA  AT MEHKAR -BULDANA ROAD
BRIDGE, VILLAGE-MEHKAR, TALUKA-MEHKAR,DISTRICT- AKOLA.",MAHARASHTRA,23.0,5.7,7.8,780.0,1.0,0.4,12.0,110.0,2023,0.17513134851138354,131.1,2.1229999999999998,8.0,Safe
2698,"RIVER PENGANGA  D/S OF ISAPUR DAM, VILLAGE- ISAPUR,TALUKA- PUSAD, DISTRICT- YAVATMAL.",MAHARASHTRA,19.0,5.7,7.7,665.0,1.0,0.4,12.0,110.0,2023,0.17513134851138354,108.3,1.893,7.24,Safe
2697,"RIVER PENGANGA NEAR WATER SUPPLY SCHEME OF UMARKHED M.C., VILLAGE. BELKHED, TALUKA.
UMARKHED, DISTRICT. YAVATMAL.",MAHARASHTRA,20.0,5.7,7.8,650.0,1.0,0.4,12.0,94.0,2023,0.17513134851138354,114.0,1.8390000000000002,7.05,Safe
2373,"RIVER SABARI AT KUNAVARAM, EAST GODAVARI DIST",ANDHRA PRADESH,23.0,5.7,7.4,70.0,1.0,0.4,2.0,28.0,2023,0.17513134851138354,131.1,0.5650000000000001,1.14,Safe
1856,"RIVER SHANKNI  DANTEWADA,A/C OF DANKANI RIVER",CHHATTISGARH,27.0,5.7,7.5,232.0,1.0,0.4,11.0,36.0,2023,0.17513134851138354,153.9,0.9145,3.14,Safe
3330,"RIVER RIVER WAINGANGA AT CHHAPARA , SEONI, NEAR WSS INTAKE POINT",MADHYA PRADESH,20.3,5.7,7.2,238.0,1.0,0.4,2.0,23.0,2023,0.17513134851138354,115.71000000000001,0.8935,3.03,Safe
3331,"RIVER WAINGANGA AT CHHAPARA, NEAR ROAD BRIDGE AFTER MIXING
MOTI & CHAMARIYA NALLA, JABALPUR",MADHYA PRADESH,20.7,5.7,7.1,257.0,1.0,0.4,2.0,39.0,2023,0.17513134851138354,117.99,0.9555,3.35,Safe
1213,"RIVER WAINGANGA AT BALAGHAT, M.P.",MADHYA PRADESH,20.2,5.7,7.2,270.0,1.0,0.4,2.0,15.0,2023,0.17513134851138354,115.14,0.9455,3.3,Safe
30041,"RIVER WAINGANGA AT BAPERA, BHANDARA, (MAHARASHTRA)",MAHARASHTRA,21.0,5.7,8.6,736.0,1.0,0.4,22.0,120.0,2023,0.17513134851138354,119.7,2.0650000000000004,7.81,Safe
2173,"RIVER WAINGANGA AT U/S OF ELLORA PAPER MILLS, VILLAGE. TUMSAR, TALUKA. TUMSAR, DISTRICT.
BHANDARA.",MAHARASHTRA,18.0,5.7,7.7,667.0,1.0,0.4,12.0,120.0,2023,0.17513134851138354,102.60000000000001,1.912,7.3,Safe
2172,"RIVER WAINGANGA AT D/S OF ELLORA PAPER MILLS, VILLAGE. TUMSAR, TALUKA. TUMSAR, DISTRICT.
BHANDARA.",MAHARASHTRA,18.0,5.7,7.8,739.0,1.0,0.4,24.0,210.0,2023,0.17513134851138354,102.60000000000001,2.209,8.27,Safe
2175,"RIVER WAINGANGA AT U/S OF GAURAV PAPER MILLS, NEAR JACKWELL, VILLAGE. BRAMHPURI, TALUKA.
CHANDRAPUR, DISTRICT. CHANDRAPUR.",MAHARASHTRA,19.0,5.7,7.9,654.0,1.0,0.4,11.0,170.0,2023,0.17513134851138354,108.3,1.9595000000000002,7.46,Safe
2176,"RIVER WAINGANGA AT D/S OF GAURAV PAPER MILLS, NEAR JACKWELL VILLAGE. BRAMHPURI, TALUKA. CHANDRAPUR, DISTRICT. CHANDRAPUR.",MAHARASHTRA,19.0,5.7,7.8,549.0,1.0,0.4,17.0,110.0,2023,0.17513134851138354,108.3,1.6685000000000003,6.44,Safe
1910,"RIVER WAINGANGA  AFTER CONFLUENCE WITH KANHAN RIVER, VILLAGE- AMBHORA,TALUKA- KUHI,
DISTRICT- NAGPUR.",MAHARASHTRA,16.0,5.7,7.6,789.0,1.0,0.4,12.0,110.0,2023,0.17513134851138354,91.2,2.141,8.06,Safe
11,"RIVER WAINGANGA AT ASHTI, VILLAGE. ASHTI, TALUKA. GONDPIPRI, DISTRICT.CHANDRAPUR.",MAHARASHTRA,19.0,5.7,7.9,674.0,1.0,0.4,14.0,94.0,2023,0.17513134851138354,108.3,1.8900000000000001,7.23,Safe
30059,"RIVER WARDHA AT VILLAGE BANGAON NEAR
PANDHURNA (MP & MAHARASHTRA)","MADHYA
PRADESH",26.0,5.7,8.1,266.0,1.0,0.4,2.0,63.0,2023,0.17513134851138354,148.20000000000002,1.0095,3.62,Safe
1315,"RIVER WARDHA AT PULGAON RAILWAY BRIDGE, VILLAGE- PULGAON,TALUKA - WARDHA, DISTRICT-
WARDHA.",MAHARASHTRA,16.0,5.7,7.9,762.0,1.0,0.4,24.0,110.0,2023,0.17513134851138354,91.2,2.105,7.94,Safe
2721,"RIVER WARDHA  AT U/S OF ACC LTD. GHUGGUS NEAR
WCL PUMP HOUSE, VILLAGE- GHUGGUS, TALUKA- CHANDRAPUR, DISTRICT- CHANDRAPUR.",MAHARASHTRA,19.0,5.7,7.8,892.0,1.0,0.4,6.0,130.0,2023,0.17513134851138354,108.3,2.368,8.75,Safe
2174,"RIVER WARDHA AT D/S OF ACC LTD. GHUGGUS NEAR
WCL PUMP HOUSE, VILLAGE- GHUGGUS, TALUKA- CHANDRAPUR, DISTRICT- CHANDRAPUR.",MAHARASHTRA,19.0,5.7,7.8,549.0,1.0,0.4,11.0,120.0,2023,0.17513134851138354,108.3,1.6745,6.46,Safe
2156,"RIVER WARDHA AT CONFLUENCE POINT OF PENGANGA & WARDHA. VILLAGE. JUGAD, TALUKA. WANI, DISTRICT.
YAVATMAL.",MAHARASHTRA,19.0,5.7,7.8,750.0,1.0,0.4,12.0,110.0,2023,0.17513134851138354,108.3,2.0629999999999997,7.81,Safe
2720,"RIVER WARDHA AT U/S OF ERAI RIVER AT HADASTI
NEAR ARUN ENGG. WORKS, VILLAGE- HADASTI, TALUKA- CHANDRAPUR, DISTRICT- CHANDRAPUR.",MAHARASHTRA,19.0,5.7,7.9,698.0,1.0,0.4,13.0,110.0,2023,0.17513134851138354,108.3,1.9605000000000004,7.47,Safe
2719,"RIVER WARDHA AT D/S OF ERAI RIVER AT HADASTI NEAR ARUN ENGG. WORKS, VILLAGE- HADASTI,
TALUKA- CHANDRAPUR, DISTRICT- CHANDRAPUR.",MAHARASHTRA,19.0,5.7,7.7,722.0,1.0,0.4,20.0,170.0,2023,0.17513134851138354,108.3,2.109,7.95,Safe
1212,"RIVER WARDHA AT RAJURA BRIDGE, VILLAGE- RAJURA, TALUKA- CHANDRAPUR, DISTRICT- CHANDRAPUR.",MAHARASHTRA,19.0,5.7,7.9,660.0,1.0,0.4,14.0,120.0,2023,0.17513134851138354,108.3,1.901,7.27,Safe
2722,"RIVER WENA AT U/S OF MOHATA MILLS, NEAR RAILWAY BRIDGE ON WARDHA, CHANDRAPUR RAILWAY LINE,
VILLAGE- HINGANGHAT, TALUKA- HINGANGHAT, DISTRICT- WARDHA.",MAHARASHTRA,16.0,5.7,8.1,936.0,1.0,0.4,17.0,210.0,2023,0.17513134851138354,91.2,2.5925,9.39,Safe
2723,"RIVER WENA AT D/S OF MOHATA MILLS, NEAR  BRIDGE ON HINGANGHAT- WADNER ROAD,  VILLAGE-
HINGANGHAT, TALUKA- HINGANGHAT,  DISTRICT- WARDHA.",MAHARASHTRA,16.0,5.7,8.0,976.0,1.0,0.4,20.0,280.0,2023,0.17513134851138354,91.2,2.7819999999999996,9.9,Safe
1194,"RIVER KRISHNA AT DHOM DAM, VILLAGE- WAI, TALUKA- MAHABALESHWAR, DISTRICT-SATARA.",MAHARASHTRA,22.0,5.7,2.0,5.0,1.0,0.4,2.0,2.0,2023,0.17513134851138354,125.4,0.396,0.0,Safe
2190,"RIEVR KRISHNA AT GANPATI GHAT, WAI, VILLAGE- WAI,TALUKA- WAI,DISTRICT- SATARA.",MAHARASHTRA,25.0,5.7,7.4,230.0,1.0,0.4,8.0,85.0,2023,0.17513134851138354,142.5,0.9795,3.47,Safe
2187,"RIVER KRISHNA AT KSHETRA MAHULI, VILLAGE-
KSHETRA-MAHULI,TALUKA- MAHULI, DISTRICT- SATARA.",MAHARASHTRA,23.0,5.7,7.9,342.0,1.0,0.4,9.0,170.0,2023,0.17513134851138354,131.1,1.3325,5.1,Safe
2188,"RIVER KRISHNA  AT KRISHNA- VENNA SANGAM MAHULI , VILLAGE- MAHULI,TALUKA- MAHULI, DISTRICT- SATARA.",MAHARASHTRA,25.0,5.7,7.1,293.0,1.0,0.4,9.0,150.0,2023,0.17513134851138354,142.5,1.2045,4.54,Safe
36,"RIVER KRISHNA AT OLD  KRISHNA BRIDGE, KARAD
STATION ROAD , KARAD, TALUKA- KARAD, DISTRICT- SATARA.",MAHARASHTRA,25.0,5.7,7.5,82.0,1.0,0.4,8.0,140.0,2023,0.17513134851138354,142.5,0.766,2.34,Safe
1906,"RIVER KRISHNA AT WALWA, D/S OF ISLAMPUR NEAR VITHAL TEMPLE, VILLAGE- WALWA, TALUKA- WALWA, DISTRICT- SANGLI.",MAHARASHTRA,26.0,5.7,7.7,50.0,1.0,0.4,5.0,20.0,2023,0.17513134851138354,148.20000000000002,0.5175,0.83,Safe
37,"RIVER KRISHNA AT MAIGHAT, VILLAGE- GAWALI GALLY, TALUKA- MIRAJ,  DISTRICT- SANGLI.",MAHARASHTRA,8.1,5.7,7.4,221.0,1.0,0.4,6.0,17.0,2023,0.17513134851138354,46.17,0.8565,2.83,Safe
30047,"RIVER KRISHNA AT KURUNDWAD, KOLHAPUR, (MAHARASHTRA)",MAHARASHTRA,22.0,5.7,8.1,659.0,1.0,0.4,17.0,250.0,2023,0.17513134851138354,125.4,2.0985,7.92,Safe
1310,"RIVER KRISHNA AT KURUNDWAD NEAR SANTAJI GHORPADE GHAT, VILLAGE.NARSHINGWADI, KURUNDWAD, TALUKA. SHIROL, DISTRICT. KOLHAPUR.",MAHARASHTRA,24.0,5.7,7.7,156.0,1.0,0.4,6.0,24.0,2023,0.17513134851138354,136.8,0.7370000000000001,2.17,Safe
1153,"RIVER KRISHNA AT RAJAPUR WEIR, VILLAGE. RAJAPUR, TALUKA. SHIROL, DISTRICT. KOLHAPUR.",MAHARASHTRA,24.0,5.7,7.6,157.0,1.0,0.4,6.0,21.0,2023,0.17513134851138354,136.8,0.7345,2.16,Safe
1889,"RIVER KRISHNA - ANKALI BRIDGE ALONG CHIKKODI
KAGWAD ROAD",KARNATAKA,24.0,5.7,6.3,274.0,1.0,0.4,350.0,920.0,2023,0.17513134851138354,136.8,2.833,10.03,Safe
1182,RIVER KRISHNA AT U/S OF UGARKHURD BARRAGE,KARNATAKA,25.0,5.7,6.2,210.0,1.0,0.4,540.0,920.0,2023,0.17513134851138354,142.5,2.99,10.43,Safe
2763,RIVER KRISHNA AT ASANGI VILLAGE (JAMAKANDI VILLAGE),KARNATAKA,18.0,5.7,6.3,260.0,1.0,0.4,350.0,920.0,2023,0.17513134851138354,102.60000000000001,2.8049999999999997,9.96,Safe
5597,"RIVER KRISHNA AT ALMATTI DAM HAVELI , OLD
JACKWELL POINT, BAGALKOTE",KARNATAKA,18.0,5.7,8.0,396.0,1.0,0.4,540.0,1600.0,2023,0.17513134851138354,102.60000000000001,4.382,13.41,Safe
2781,RIVER KRISHNA AT D/S OF ALAMATTI DAM,KARNATAKA,28.0,5.7,7.0,280.0,1.0,0.4,350.0,920.0,2023,0.17513134851138354,159.6,2.8449999999999998,10.06,Safe
1181,RIVER KRISHNA AT D/S OF NARAYANPURA DAM,KARNATAKA,28.0,5.7,7.0,272.0,1.0,0.4,280.0,920.0,2023,0.17513134851138354,159.6,2.724,9.75,Safe
1028,RIVER KRISHNA AT TINTINI BRIDGE,KARNATAKA,27.0,5.7,8.2,685.0,1.0,0.4,170.0,920.0,2023,0.17513134851138354,153.9,3.385,11.37,Safe
30056,RIVER KRISHNA AT DEODURGA (BANGALORE),KARNATAKA,25.0,5.7,7.9,1104.0,1.0,0.4,79.0,350.0,2023,0.17513134851138354,142.5,3.2314999999999996,11.02,Safe
1784,"RIVER KRISHNA AT THANGADI, THANGADI(V), KRISHNA(M), NARAYANAPET(D)",TELANGANA,25.0,5.7,7.4,312.0,1.0,0.4,2.0,13.0,2023,0.17513134851138354,142.5,1.0265,3.7,Safe
1170,RIVER KRISHNA AT D/S OF DEVASAGAR BDG.,KARNATAKA,24.0,5.7,8.1,894.0,1.0,0.4,220.0,920.0,2023,0.17513134851138354,136.8,3.878,12.43,Safe
39,"RIVER KRISHNA AT GADWAL BRIDGE,NADHI
AGRAHARAM, GADWAL(MUNCI.), JOGULAMBA GADWAL(D)",TELANGANA,24.0,5.7,7.3,344.0,1.0,0.4,2.0,21.0,2023,0.17513134851138354,136.8,1.1025,4.07,Safe
4225,"RIVER KRISHNA AT JOGULAMBA TEMPLE, ALAMPUR(V&M), JOGULAMBA GADWAL(D)",TELANGANA,25.0,5.7,7.0,512.0,1.0,0.4,2.0,21.0,2023,0.17513134851138354,142.5,1.4385,5.54,Safe
1175,"RIVER KRISHNA A/C WITH TUNGABHADRA, SANGAMESHWARAM (V), KOTTAPALLE (M)",ANDHRA PRADESH,20.0,5.7,6.9,531.0,1.0,0.4,102.0,549.0,2023,0.17513134851138354,114.0,2.4185000000000003,8.9,Safe
3083,"RIVER KRISHNA D/S OF SRISHAILAM, SRISHAILAM","ANDHRA
PRADESH",19.0,5.7,6.9,580.0,1.0,0.4,152.0,479.0,2023,0.17513134851138354,108.3,2.4865,9.09,Safe
5108,"RIVER KRISHNA BEFORE CONFLUENCE OF RIVER MUSI AT WADAPALLY (V), DAMARACHARLA (M), NALGONDA
(D)",TELANGANA,17.0,5.7,6.8,852.0,1.0,0.4,6.0,33.0,2023,0.17513134851138354,96.9,2.1425,8.06,Safe
1465,"RIVER KRISHNA - CONFLUENCE OF RIVER KRISHNA & RIVER MUSI AT WADAPALLY (V), DAMARCHARLA (M),
NALGONDA DISTRICT",TELANGANA,17.0,5.7,7.2,1010.0,1.0,0.4,8.0,27.0,2023,0.17513134851138354,96.9,2.4525,9.0,Safe
4381,"RIVER KRISHNA AFTER CONFLUENCE WITH RIVER MUSI
AT VADAPALLI (V), DACHEPALLI (M) BETWEEN ANDHRA PRADESH & TELANGANA STATES",ANDHRA PRADESH,23.0,5.7,7.2,621.0,1.0,0.4,4.0,43.0,2023,0.17513134851138354,131.1,1.6925,6.53,Safe
5109,"RIVER KRISHNA AFTER CONFLUENCE OF RIVER MUSI AT WADAPALLY (V), DAMARACHARLA (M), NALGONDA(D)",TELANGANA,18.0,5.7,7.3,926.0,1.0,0.4,6.0,33.0,2023,0.17513134851138354,102.60000000000001,2.2905,8.52,Safe
4663,"RIVER KRISHNA AT MATTEPALLY, 500 MTS. BEFORE BATHING GHAT, SURYAPET",TELANGANA,18.0,5.7,7.0,834.0,1.0,0.4,6.0,34.0,2023,0.17513134851138354,102.60000000000001,2.108,7.95,Safe
5110,"RIVER KRISHNA AT PULICHINTALA RESERVOIR AT
CHINTHALAPALEM (V&M), SURYAPET (D)",TELANGANA,19.0,5.7,7.0,862.0,1.0,0.4,4.0,31.0,2023,0.17513134851138354,108.3,2.1565,8.1,Safe
1786,"RIVER KRISHNA AT VEDADRI (V),  JAGGAYYAPETA (M)",ANDHRA PRADESH,25.0,5.7,7.2,772.0,1.0,0.4,4.0,64.0,2023,0.17513134851138354,142.5,2.026,7.69,Safe
1787,"RIVER KRISHNA AT AMARAVATI,  AMARAVATI (V & M)",ANDHRA PRADESH,22.0,5.7,7.3,664.0,1.0,0.4,7.0,75.0,2023,0.17513134851138354,125.4,1.8310000000000002,7.02,Safe
4375,"RIVER KRISHNA, PAVITHRA SANGAMAM, AFTER CONFLUENCE WITH RIVER GODAVARI WATER, FERRY
(V), IBRAHIMPATNAM (M)",ANDHRA PRADESH,24.0,5.7,7.2,406.0,1.0,0.4,4.0,43.0,2023,0.17513134851138354,136.8,1.2625,4.8,Safe
25,RIVER KRISHNA AT VIJAYWADA TOWN,ANDHRA PRADESH,24.0,5.7,7.2,520.0,1.0,0.4,4.0,64.0,2023,0.17513134851138354,136.8,1.522,5.88,Safe
3079,"RIVER KRISHNA D/S OF RAMALINGESHWARNAGAR A/C WITH TREATED SEWAGE DISCHARGING FROM 10MLD STP LOCATED AT RAMALINGESHWARNAGAR,
VIJAYAWADA, KRISHNA",ANDHRA PRADESH,25.0,5.7,7.8,796.0,1.0,0.4,11.0,75.0,2023,0.17513134851138354,142.5,2.101,7.93,Safe
1782,RIVER KRISHNA AT HAMSALADEEVI PULIGADDA AQUEDUCT NEAR AVANIGADDA (V),ANDHRA PRADESH,25.0,5.7,7.6,7770.0,1.0,0.4,4.0,43.0,2023,0.17513134851138354,142.5,15.990500000000003,24.83,Safe
1463,"RIVER NIRA  AT SAROLA BRIDGE, VILLAGE- SAROLA, TALUKA-BHOR, DISTRICT- PUNE.",MAHARASHTRA,27.0,5.7,7.7,128.0,1.0,0.4,7.0,115.0,2023,0.17513134851138354,153.9,0.819,2.63,Safe
2683,"RIVER NIRA  AT SHINDEWADI,  VILLAGE- SHIRVAL,
TALUKA- KHANDALA, DISTRICT- SATARA.",MAHARASHTRA,25.0,5.7,7.3,75.0,1.0,0.4,7.0,75.0,2023,0.17513134851138354,142.5,0.653,1.68,Safe
